area,location,city,road_width,amenities,distance_from_city,land_type,price
2402,malad,mumbai,49,"school,hospital",28.619157048326795,residential,58391885.29
526,malad,mumbai,43,"school,hospital",15.589841970512053,commercial,13389138.17
1866,malad,mumbai,15,"school,hospital",18.880775951701544,residential,39192361.39
2220,malad,mumbai,16,"park,school",25.416630563452543,commercial,39254921.48
1184,malad,mumbai,34,"mall,metro",12.027738313403528,commercial,21775779.16
1886,malad,mumbai,46,"mall,metro",5.214062004406776,commercial,33804296.57
854,malad,mumbai,47,"hospital,mall",10.114312891316082,residential,21567994.47
1118,malad,mumbai,23,"school,hospital",8.822927309488758,residential,20319843.97
1523,malad,mumbai,16,"park,school",25.42041060927122,commercial,29376071.18
408,malad,mumbai,18,"park,school",17.976445148365546,commercial,10548201.58
1522,malad,mumbai,48,"hospital,mall",19.867241463394127,residential,28417438.14
1319,malad,mumbai,41,"hospital,mall",14.487258942088324,commercial,23759528.06
1197,malad,mumbai,16,"mall,metro",34.34286833320907,commercial,24592857.18
704,malad,mumbai,27,"mall,metro",14.876739005179523,residential,18071368.8
796,malad,mumbai,42,"school,hospital",22.775923117374084,commercial,14204843.05
1425,malad,mumbai,45,"mall,metro",33.7640797363524,residential,28179305.72
1766,malad,mumbai,30,"school,hospital",28.27248415350125,commercial,39157765.93
791,malad,mumbai,22,"school,hospital",34.23576736316538,residential,18274527.63
1945,malad,mumbai,19,"mall,metro",6.860067006747972,commercial,39594090.8
624,malad,mumbai,42,"school,hospital",8.05482745414178,residential,12637837.96
613,malad,mumbai,39,"hospital,mall",7.874907542162084,commercial,12379699.03
1354,malad,mumbai,15,"hospital,mall",16.51760074441338,commercial,34132076.31
814,malad,mumbai,16,"hospital,mall",20.516386776013743,residential,16759140.73
842,malad,mumbai,19,"mall,metro",32.13109975454482,residential,15580089.26
2484,malad,mumbai,41,"hospital,mall",26.73869109619801,commercial,49320609.17
1161,malad,mumbai,17,"school,hospital",8.830422530695836,commercial,22917840.24
1865,malad,mumbai,49,"mall,metro",9.422271878165846,commercial,37931221.4
1804,malad,mumbai,15,"mall,metro",6.719529383790644,residential,36371098.34
2128,malad,mumbai,27,"mall,metro",28.55791421273435,commercial,43891237.87
1175,malad,mumbai,44,"park,school",30.56026046985628,commercial,27585673.84
1627,malad,mumbai,25,"school,hospital",18.6290628186104,residential,34629911.66
2431,malad,mumbai,15,"mall,metro",25.796616724939796,commercial,47479306.14
1273,malad,mumbai,36,"hospital,mall",11.159490808914429,residential,25082386.89
427,malad,mumbai,19,"park,school",5.9005276608522825,residential,8878521.71
983,malad,mumbai,27,"park,school",6.317144775832281,residential,19814400.49
1215,malad,mumbai,26,"mall,metro",31.56146688654993,residential,23499144.84
1791,malad,mumbai,30,"mall,metro",10.87962680045337,residential,44879416.76
1472,malad,mumbai,16,"mall,metro",16.367682737455333,residential,37703382.24
1786,malad,mumbai,34,"hospital,mall",12.204497986206558,commercial,46146318.15
1101,malad,mumbai,42,"school,hospital",8.554799589015296,residential,28496328.02
1176,malad,mumbai,39,"park,school",14.53854827572759,commercial,22681271.36
1401,malad,mumbai,27,"park,school",28.68763368172204,commercial,36012592.4
1412,malad,mumbai,32,"mall,metro",30.54507915115419,commercial,25512974.72
1257,malad,mumbai,45,"school,hospital",10.02300623996864,commercial,30168285.57
2485,malad,mumbai,48,"hospital,mall",10.369955522229477,commercial,51920450.89
2379,malad,mumbai,46,"hospital,mall",13.050063754883412,commercial,56852673.21
549,malad,mumbai,27,"hospital,mall",30.895047910746467,commercial,10663422.7
1295,malad,mumbai,39,"mall,metro",33.06496720964422,commercial,26279165.02
1442,malad,mumbai,23,"school,hospital",13.851440499239857,commercial,32365484.33
1342,malad,mumbai,44,"park,school",17.7830703074823,commercial,30515560.29
2171,malad,mumbai,46,"park,school",13.190583970182594,residential,46022560.98
1135,malad,mumbai,31,"school,hospital",15.772788055570985,residential,24387584.68
1606,malad,mumbai,47,"school,hospital",28.57619887808523,residential,40173945.18
803,malad,mumbai,38,"school,hospital",21.380781799623353,commercial,14970789.41
1205,malad,mumbai,31,"park,school",27.35634039690303,commercial,28366838.08
1180,malad,mumbai,23,"park,school",5.25601635204466,commercial,28095393.15
1554,malad,mumbai,40,"hospital,mall",29.65583948342959,residential,38595638.07
2333,malad,mumbai,24,"hospital,mall",11.827354779897547,residential,54489550.57
2343,malad,mumbai,50,"hospital,mall",26.675310540437184,commercial,46055798.22
1795,malad,mumbai,35,"mall,metro",17.863789223908867,commercial,44101087.58
1258,malad,mumbai,50,"school,hospital",16.241005019608934,residential,26997171.94
1651,malad,mumbai,15,"hospital,mall",29.31204154912713,commercial,42763401.61
1791,malad,mumbai,42,"hospital,mall",27.88524741947131,commercial,35075512.88
1735,malad,mumbai,17,"mall,metro",9.61073718456402,commercial,39497630.25
2001,malad,mumbai,28,"hospital,mall",6.91127744342921,commercial,52477254.75
1171,malad,mumbai,36,"hospital,mall",24.17009917529161,commercial,25502088.78
781,malad,mumbai,50,"mall,metro",5.961774623351131,commercial,14923760.53
509,malad,mumbai,19,"hospital,mall",13.51452861857987,residential,9794631.28
1592,malad,mumbai,19,"hospital,mall",6.723595418479798,residential,37259510.38
1103,malad,mumbai,41,"hospital,mall",9.711063650904991,residential,22584580.42
928,malad,mumbai,45,"school,hospital",16.669786934948732,residential,20713689.94
932,malad,mumbai,34,"hospital,mall",29.536883095578464,commercial,23542275.07
1050,malad,mumbai,34,"mall,metro",20.074250634783215,commercial,24058275.31
1528,malad,mumbai,24,"hospital,mall",6.91910128844886,commercial,29604975.57
1411,malad,mumbai,46,"hospital,mall",18.880863616496192,residential,31363055.05
773,malad,mumbai,44,"park,school",26.009496191733955,commercial,15563291.13
2001,malad,mumbai,26,"hospital,mall",12.474044527019135,commercial,46012278.85
2275,malad,mumbai,26,"school,hospital",16.806539527768955,residential,47740993.24
1381,malad,mumbai,25,"park,school",31.476674965340617,commercial,35067412.61
673,malad,mumbai,28,"hospital,mall",17.33834475108751,residential,15978895.74
1910,malad,mumbai,21,"park,school",17.302882027090185,residential,34902377.36
1435,malad,mumbai,17,"hospital,mall",5.801536382703965,commercial,27874694.82
1961,malad,mumbai,40,"mall,metro",16.90022983501285,residential,40444032.46
1426,malad,mumbai,23,"park,school",25.10886715695471,commercial,26536730.48
2385,malad,mumbai,20,"mall,metro",26.407446179543083,commercial,51658960.67
974,malad,mumbai,32,"mall,metro",10.1176728692269,residential,21177615.81
811,malad,mumbai,22,"hospital,mall",10.053601207789471,residential,15538502.19
1519,malad,mumbai,37,"mall,metro",11.500172998252276,residential,28786218.11
1285,malad,mumbai,18,"school,hospital",16.71855167083741,commercial,27614793.49
2218,malad,mumbai,15,"school,hospital",28.172290856554103,residential,40059861.94
1422,malad,mumbai,30,"mall,metro",7.741592902549751,commercial,29715353.96
514,malad,mumbai,36,"mall,metro",25.398785770449667,residential,13521159.35
1303,malad,mumbai,21,"mall,metro",26.720344908620547,residential,33926156.59
2102,malad,mumbai,35,"park,school",21.861623516705578,residential,46475221.86
1248,malad,mumbai,40,"hospital,mall",8.624118841977745,residential,32225956.89
833,malad,mumbai,26,"school,hospital",17.064184692649413,commercial,17274647.1
449,malad,mumbai,44,"mall,metro",6.980488521895191,commercial,9440154.33
1911,malad,mumbai,28,"hospital,mall",14.046027459400548,commercial,34372512.41
817,malad,mumbai,25,"park,school",33.771041131335025,commercial,19502013.66
1991,malad,mumbai,23,"park,school",10.25993137851807,commercial,46918959.47
2374,malad,mumbai,16,"hospital,mall",16.471141989013432,residential,43192837.68
2462,malad,mumbai,15,"mall,metro",5.6364013887231055,residential,56059058.56
1665,malad,mumbai,42,"mall,metro",23.592986854774423,residential,32767678.96
963,malad,mumbai,33,"mall,metro",9.550117561760828,residential,20122663.04
555,malad,mumbai,43,"park,school",9.028010356007464,commercial,10930704.42
562,malad,mumbai,41,"park,school",27.516527330210803,residential,12467228.81
1756,malad,mumbai,28,"school,hospital",32.198961731272526,residential,36201713.66
1311,malad,mumbai,39,"park,school",10.50636420600732,residential,30088703.5
664,malad,mumbai,19,"mall,metro",6.563205860786202,residential,16769205.33
1236,malad,mumbai,26,"mall,metro",12.08930384533656,residential,23119301.88
2145,malad,mumbai,34,"mall,metro",26.65021297280556,residential,51436894.34
2136,malad,mumbai,30,"park,school",13.560586700533738,commercial,40910022.9
1224,malad,mumbai,45,"school,hospital",33.53039576989901,commercial,24470666.88
2031,malad,mumbai,45,"hospital,mall",17.680917718699398,commercial,42496469.13
1038,malad,mumbai,45,"school,hospital",27.857878963966513,commercial,25755389.02
740,malad,mumbai,34,"mall,metro",21.585564105208565,residential,17965685.4
1453,malad,mumbai,34,"hospital,mall",13.49677243273263,commercial,30437388.91
694,malad,mumbai,45,"mall,metro",9.64173367235033,residential,14249527.54
417,malad,mumbai,47,"park,school",19.74361153048767,commercial,7386296.65
2016,malad,mumbai,38,"hospital,mall",19.686533430474434,residential,52698915.77
2074,malad,mumbai,22,"hospital,mall",32.96388675993873,residential,52654704.35
1195,malad,mumbai,31,"park,school",20.288250902845363,commercial,29055191.2
1908,malad,mumbai,39,"hospital,mall",27.06992616805251,residential,45274564.95
2356,malad,mumbai,38,"school,hospital",25.92414267339013,residential,42181038.59
1470,malad,mumbai,24,"park,school",12.422444060925244,residential,33703915.38
450,malad,mumbai,20,"hospital,mall",16.93000764535437,residential,8382253.35
1173,malad,mumbai,25,"hospital,mall",12.586137061976668,commercial,29687286.06
2450,malad,mumbai,39,"park,school",27.01800310871206,residential,63983254.77
847,malad,mumbai,37,"mall,metro",13.070640135272606,residential,19649033.1
2030,malad,mumbai,15,"mall,metro",29.49168134295715,residential,48215096.71
796,malad,mumbai,41,"hospital,mall",24.635635753350016,commercial,14498825.7
1098,malad,mumbai,26,"mall,metro",10.940615867034628,residential,21029259.9
2458,malad,mumbai,43,"mall,metro",10.569141254039298,residential,63776873.42
1148,malad,mumbai,27,"park,school",34.48841375908404,commercial,28379446.15
2205,malad,mumbai,21,"mall,metro",7.394294059230146,residential,50971152.51
1947,malad,mumbai,19,"park,school",5.889999550352929,residential,36403444.3
2357,malad,mumbai,21,"school,hospital",6.831694006788895,residential,51546907.19
571,malad,mumbai,48,"school,hospital",16.269974098276688,commercial,10536210.93
2390,malad,mumbai,36,"hospital,mall",15.096506037738571,commercial,52017010.86
1691,malad,mumbai,38,"hospital,mall",16.353070946963665,residential,41916939.7
1858,malad,mumbai,21,"school,hospital",18.7075777807552,commercial,46975965.25
968,malad,mumbai,22,"park,school",33.531858183279176,residential,17255556.15
1909,malad,mumbai,45,"hospital,mall",24.80685230819917,residential,41190262.17
1719,malad,mumbai,38,"school,hospital",34.087927298447,commercial,30505969.94
2219,malad,mumbai,46,"hospital,mall",27.17613904459603,residential,43615146.51
1826,malad,mumbai,45,"school,hospital",27.028332289649217,commercial,39013701.13
1199,malad,mumbai,48,"school,hospital",8.83584063453787,residential,28614242.15
1634,malad,mumbai,50,"hospital,mall",10.041585541458854,commercial,40726986.23
873,malad,mumbai,49,"mall,metro",12.30067995450813,residential,19069011.63
766,malad,mumbai,16,"mall,metro",32.870104297019694,commercial,14192550.0
1970,malad,mumbai,29,"park,school",24.977980437048295,residential,47956729.77
956,malad,mumbai,46,"school,hospital",28.86621393824768,commercial,24588394.99
1316,malad,mumbai,19,"park,school",16.310309673138065,commercial,33952357.3
2189,malad,mumbai,29,"park,school",8.470698958108535,residential,54099685.53
856,malad,mumbai,27,"school,hospital",22.185170285642972,residential,15737069.47
1683,malad,mumbai,15,"park,school",6.856548098488101,residential,43750937.87
1989,malad,mumbai,35,"park,school",28.925544175349657,residential,52156901.74
1309,malad,mumbai,15,"hospital,mall",14.477786752142189,commercial,24266184.56
1296,malad,mumbai,44,"mall,metro",23.04396240787047,residential,28510091.58
540,malad,mumbai,34,"school,hospital",13.203576280962364,commercial,12349879.22
1283,malad,mumbai,39,"school,hospital",34.43428385485936,commercial,28169836.19
1025,malad,mumbai,28,"mall,metro",26.012222409783057,residential,25507519.94
1133,malad,mumbai,40,"park,school",34.53168626465175,residential,28483227.31
488,malad,mumbai,36,"hospital,mall",25.336960585435097,commercial,10941886.03
2003,malad,mumbai,48,"park,school",13.470922491634555,residential,42145834.53
2012,malad,mumbai,35,"school,hospital",30.494291618744008,commercial,37134301.32
2274,malad,mumbai,23,"hospital,mall",25.87866577858665,commercial,53122411.6
993,malad,mumbai,27,"school,hospital",15.866773290773668,residential,19309822.23
1004,malad,mumbai,42,"mall,metro",32.7795601017024,residential,20997345.74
1856,malad,mumbai,26,"school,hospital",8.520405362608301,commercial,48576340.19
2176,goregaon,mumbai,40,"mall,metro",6.01978483471331,residential,72375810.01
2024,goregaon,mumbai,26,"hospital,mall",28.27549428309385,residential,56414162.66
2299,goregaon,mumbai,39,"park,school",23.970005434720697,commercial,73767628.7
1904,goregaon,mumbai,22,"school,hospital",8.661546891007966,residential,42897019.23
494,goregaon,mumbai,45,"park,school",25.81177556783541,residential,14312526.4
1141,goregaon,mumbai,42,"park,school",22.142692981340684,residential,30465100.07
1732,goregaon,mumbai,49,"mall,metro",17.159915450111313,residential,40028565.45
2012,goregaon,mumbai,49,"hospital,mall",6.917949881904075,residential,57599282.16
1249,goregaon,mumbai,22,"mall,metro",30.860103279151605,residential,41486318.98
421,goregaon,mumbai,35,"school,hospital",6.174294828358883,residential,12046024.08
1060,goregaon,mumbai,31,"school,hospital",7.538309837861754,residential,24786610.07
2473,goregaon,mumbai,49,"mall,metro",17.69153981889108,residential,63665091.86
1417,goregaon,mumbai,48,"park,school",24.77472734468484,commercial,36511441.89
972,goregaon,mumbai,35,"park,school",23.18516400565419,residential,28055030.84
805,goregaon,mumbai,17,"mall,metro",6.102018472866785,residential,24006154.84
1627,goregaon,mumbai,28,"mall,metro",23.064331610218577,residential,52044726.45
1870,goregaon,mumbai,42,"school,hospital",21.49545831716821,commercial,47697775.93
1963,goregaon,mumbai,25,"hospital,mall",18.682032469642326,commercial,58256760.02
2142,goregaon,mumbai,24,"mall,metro",7.116741380744022,commercial,70536557.96
1189,goregaon,mumbai,47,"mall,metro",17.590594177298502,residential,36147720.75
1695,goregaon,mumbai,42,"hospital,mall",5.777295894328733,residential,56808651.65
717,goregaon,mumbai,49,"school,hospital",25.51937741377252,commercial,18230013.68
670,goregaon,mumbai,20,"park,school",32.27736167613804,commercial,17479498.75
999,goregaon,mumbai,29,"park,school",5.295899979311269,commercial,32099048.97
1310,goregaon,mumbai,21,"school,hospital",10.27194116856359,commercial,34899293.86
2405,goregaon,mumbai,37,"park,school",21.54626695909812,residential,56445480.45
596,goregaon,mumbai,39,"mall,metro",15.35518664257638,commercial,14490173.16
2353,goregaon,mumbai,31,"school,hospital",25.59975046967687,residential,68316704.09
917,goregaon,mumbai,32,"school,hospital",32.553249312658444,commercial,22006079.43
1420,goregaon,mumbai,41,"hospital,mall",10.49313577390313,commercial,42594334.94
2319,goregaon,mumbai,32,"hospital,mall",20.617839904504343,residential,64989899.75
1650,goregaon,mumbai,20,"park,school",17.1954435342353,commercial,48706539.39
769,goregaon,mumbai,19,"mall,metro",33.34600845582044,residential,22691943.31
635,goregaon,mumbai,33,"hospital,mall",29.25040756337783,residential,14825569.38
2136,goregaon,mumbai,23,"hospital,mall",19.93415613062936,residential,64043197.37
2060,goregaon,mumbai,27,"school,hospital",26.424802189688137,commercial,46464706.85
1400,goregaon,mumbai,48,"school,hospital",23.221206392791576,residential,46949400.12
1321,goregaon,mumbai,38,"mall,metro",20.41053452043791,residential,32176810.98
2131,goregaon,mumbai,25,"park,school",34.09185210911188,commercial,59560785.23
1423,goregaon,mumbai,22,"park,school",13.975339788896887,commercial,45130922.77
1484,goregaon,mumbai,40,"mall,metro",32.69169098991598,residential,36782926.45
2296,goregaon,mumbai,46,"school,hospital",15.67232191694329,commercial,74381059.35
1745,goregaon,mumbai,21,"school,hospital",15.491650974049328,residential,44918965.1
2046,goregaon,mumbai,21,"hospital,mall",19.7613835776324,residential,53954579.11
1029,goregaon,mumbai,46,"school,hospital",9.6689120164769,commercial,27783054.94
1326,goregaon,mumbai,38,"park,school",15.934870934860736,residential,36692840.24
1503,goregaon,mumbai,43,"hospital,mall",9.85502901819521,commercial,35496928.03
2177,goregaon,mumbai,27,"school,hospital",10.68701206555212,residential,48906467.08
947,goregaon,mumbai,36,"school,hospital",9.809375032679322,residential,25397512.75
2363,goregaon,mumbai,32,"school,hospital",17.63285968208339,commercial,78330205.97
921,goregaon,mumbai,40,"hospital,mall",8.942530105203266,residential,23981681.59
486,goregaon,mumbai,37,"school,hospital",28.021548543372223,residential,11572915.86
613,goregaon,mumbai,36,"hospital,mall",34.29315580362532,residential,18388207.32
2179,goregaon,mumbai,33,"hospital,mall",7.478446907006179,commercial,60528614.46
1414,goregaon,mumbai,47,"mall,metro",12.48400359179202,residential,41454616.1
1479,goregaon,mumbai,30,"hospital,mall",10.952373774474744,residential,49599269.35
2457,goregaon,mumbai,27,"mall,metro",11.8815257669526,residential,71853306.46
2043,goregaon,mumbai,27,"mall,metro",17.789089311136603,residential,46641085.34
772,goregaon,mumbai,39,"hospital,mall",20.749135458420056,residential,24766316.8
1308,goregaon,mumbai,45,"school,hospital",20.295910781712717,residential,34224071.05
1646,goregaon,mumbai,38,"park,school",33.2899624148811,commercial,38899285.0
1411,goregaon,mumbai,18,"mall,metro",6.2266738713985506,residential,36660909.47
1717,goregaon,mumbai,45,"park,school",32.2544592484508,residential,42537213.1
2164,goregaon,mumbai,46,"park,school",15.028464415153122,residential,52953530.19
796,goregaon,mumbai,50,"mall,metro",14.936352005728043,commercial,23794201.11
1922,goregaon,mumbai,32,"mall,metro",22.529816489826743,residential,48181512.59
835,goregaon,mumbai,22,"school,hospital",22.596843682601342,residential,19924299.51
1190,goregaon,mumbai,21,"school,hospital",33.25454008875318,commercial,36047709.2
1634,goregaon,mumbai,27,"mall,metro",6.314333184323893,residential,49876097.34
2112,goregaon,mumbai,31,"park,school",31.84739083782107,commercial,60330445.06
880,goregaon,mumbai,19,"hospital,mall",17.570124832636733,residential,28689329.51
1083,goregaon,mumbai,23,"park,school",6.363356774107274,residential,31526694.26
1179,goregaon,mumbai,40,"hospital,mall",25.540828376815433,residential,36190596.03
1077,goregaon,mumbai,47,"hospital,mall",21.874957705893852,commercial,29405054.61
2041,goregaon,mumbai,28,"mall,metro",5.108016392589297,residential,59598926.38
436,goregaon,mumbai,47,"hospital,mall",20.11453294182286,commercial,14059489.78
1642,goregaon,mumbai,33,"park,school",21.564527627625328,residential,52458157.68
1317,goregaon,mumbai,30,"park,school",6.1727202623222786,residential,30173602.12
1537,goregaon,mumbai,32,"school,hospital",24.272393728797955,residential,50390817.24
1260,goregaon,mumbai,15,"park,school",23.980486379226935,commercial,35768203.57
1729,goregaon,mumbai,50,"park,school",26.662387728753295,commercial,40341645.17
1607,goregaon,mumbai,18,"school,hospital",29.717953582588542,residential,41839713.11
1545,goregaon,mumbai,16,"school,hospital",26.6780658243082,commercial,37666226.58
1454,goregaon,mumbai,50,"mall,metro",29.50541088927944,residential,46737795.96
1728,goregaon,mumbai,40,"mall,metro",18.381677172718152,commercial,43909321.93
1909,goregaon,mumbai,45,"school,hospital",19.878835271637183,commercial,45933103.64
1157,goregaon,mumbai,26,"mall,metro",22.089739551511045,residential,36485644.96
1555,goregaon,mumbai,25,"mall,metro",29.524976028695107,residential,35198559.84
684,goregaon,mumbai,42,"mall,metro",18.6507247930313,commercial,16421096.1
810,goregaon,mumbai,23,"school,hospital",23.09880549454613,commercial,24714912.4
1972,goregaon,mumbai,15,"school,hospital",8.965371381121038,residential,44630340.0
1496,goregaon,mumbai,15,"school,hospital",33.72853073291347,residential,35900288.1
1786,goregaon,mumbai,20,"mall,metro",9.17690295288535,commercial,57063532.98
1068,goregaon,mumbai,45,"mall,metro",12.314265755387131,commercial,27600016.33
904,goregaon,mumbai,17,"school,hospital",21.33926301376637,residential,20464325.8
2495,goregaon,mumbai,41,"mall,metro",5.0363126200810715,residential,80659150.73
498,goregaon,mumbai,39,"mall,metro",15.59929735705955,commercial,12419503.27
1325,goregaon,mumbai,39,"school,hospital",19.75461725210228,residential,43357893.22
1319,goregaon,mumbai,33,"park,school",7.288698244623115,commercial,31048529.34
884,goregaon,mumbai,20,"school,hospital",23.135191459455257,residential,23370774.15
2155,goregaon,mumbai,26,"hospital,mall",9.506601071309497,commercial,61075680.74
1575,goregaon,mumbai,21,"park,school",32.48703066242876,commercial,41425523.45
1487,goregaon,mumbai,19,"school,hospital",30.851419255084156,residential,46810845.42
1000,goregaon,mumbai,39,"hospital,mall",26.64030390907468,commercial,25986867.24
675,goregaon,mumbai,42,"park,school",9.340034594486731,commercial,15975520.1
922,goregaon,mumbai,39,"park,school",14.579473397330895,commercial,22530886.49
2371,goregaon,mumbai,41,"park,school",9.146638319374826,residential,71524328.95
1969,goregaon,mumbai,46,"hospital,mall",20.974232972311796,residential,53338217.12
1975,goregaon,mumbai,41,"mall,metro",26.09279939992358,residential,46089624.0
1881,goregaon,mumbai,16,"park,school",21.75123404128693,residential,42194780.82
851,goregaon,mumbai,37,"park,school",30.462544973789704,residential,19630244.02
1607,goregaon,mumbai,50,"hospital,mall",12.274922254101345,residential,44283054.32
628,goregaon,mumbai,22,"mall,metro",16.323823496643048,residential,19321266.57
2139,goregaon,mumbai,21,"school,hospital",19.30479709150728,residential,56817964.79
523,goregaon,mumbai,24,"school,hospital",12.35137412184446,residential,12575603.37
2105,goregaon,mumbai,26,"hospital,mall",27.30673815461525,commercial,50681733.29
2325,goregaon,mumbai,36,"hospital,mall",28.441907237063457,residential,62796045.46
1574,goregaon,mumbai,18,"school,hospital",23.12520796458414,residential,37219097.81
2461,goregaon,mumbai,40,"hospital,mall",25.397106322998244,commercial,59546125.71
1456,goregaon,mumbai,47,"park,school",26.28058446064178,commercial,47603166.63
1042,goregaon,mumbai,20,"hospital,mall",34.33778851130747,residential,26513136.92
1267,goregaon,mumbai,18,"mall,metro",16.768728759220338,residential,34062670.56
2318,goregaon,mumbai,40,"hospital,mall",9.944730785788218,commercial,64317690.09
2137,goregaon,mumbai,21,"school,hospital",7.334257296331589,commercial,52529559.82
514,goregaon,mumbai,25,"school,hospital",6.959575014988318,residential,12892525.83
1666,goregaon,mumbai,27,"school,hospital",12.210054606758357,residential,40821549.29
583,goregaon,mumbai,45,"school,hospital",6.441467027644878,residential,16740192.28
1664,goregaon,mumbai,37,"park,school",33.7621706869013,residential,37431616.41
1688,goregaon,mumbai,37,"mall,metro",26.079704316262845,residential,52025229.23
1757,goregaon,mumbai,47,"school,hospital",20.06531353462361,residential,47371547.87
497,goregaon,mumbai,39,"hospital,mall",22.59074610519685,residential,14401253.75
1588,goregaon,mumbai,44,"school,hospital",31.556116184432668,residential,38438647.84
1348,goregaon,mumbai,24,"mall,metro",34.802498883828676,commercial,43547548.66
2232,goregaon,mumbai,36,"park,school",15.80949067103954,commercial,69629339.9
563,goregaon,mumbai,39,"mall,metro",11.264619230555628,residential,18227471.37
1024,goregaon,mumbai,46,"school,hospital",29.141793328883143,residential,29439272.6
1667,goregaon,mumbai,20,"hospital,mall",7.823419821591939,commercial,47556048.95
1095,goregaon,mumbai,25,"school,hospital",13.40351966988555,commercial,35983262.43
1847,goregaon,mumbai,26,"hospital,mall",12.73832298505529,commercial,43218631.78
1448,goregaon,mumbai,43,"mall,metro",33.19488408952196,commercial,44811602.57
562,goregaon,mumbai,33,"hospital,mall",17.27099691115341,residential,14876638.85
2205,goregaon,mumbai,35,"park,school",7.504716444507441,commercial,58448820.04
2472,goregaon,mumbai,17,"school,hospital",27.231276808066063,residential,67834234.71
432,goregaon,mumbai,21,"park,school",16.274650653795703,commercial,10424633.91
698,goregaon,mumbai,44,"school,hospital",15.468138858499586,commercial,17378925.77
2304,goregaon,mumbai,26,"school,hospital",32.52381055642995,commercial,54425395.28
2174,goregaon,mumbai,36,"school,hospital",14.51854586804439,commercial,53554479.48
1270,goregaon,mumbai,45,"school,hospital",13.35125188259303,residential,38437384.89
1037,goregaon,mumbai,24,"mall,metro",14.605598576711095,residential,34245449.57
1957,goregaon,mumbai,38,"hospital,mall",34.35682471247233,residential,45204513.83
621,goregaon,mumbai,16,"hospital,mall",13.0954433050911,residential,15381375.33
742,goregaon,mumbai,32,"hospital,mall",7.451273344085393,commercial,17798698.59
2119,goregaon,mumbai,31,"mall,metro",29.91647274503312,residential,59920049.97
2155,goregaon,mumbai,34,"mall,metro",10.958159271465892,commercial,56526974.15
2372,goregaon,mumbai,25,"hospital,mall",15.64077129496585,commercial,65765107.74
440,goregaon,mumbai,27,"school,hospital",26.68171048193331,residential,12620156.81
1726,goregaon,mumbai,35,"school,hospital",9.515188387744375,commercial,51499533.5
1004,goregaon,mumbai,35,"school,hospital",28.76050456687274,commercial,28105766.65
1476,goregaon,mumbai,15,"hospital,mall",33.29971235227082,residential,41670058.6
2240,goregaon,mumbai,21,"school,hospital",11.558683159733013,residential,66205134.53
2121,goregaon,mumbai,25,"hospital,mall",11.484118554313232,residential,64054616.1
1182,goregaon,mumbai,15,"park,school",29.41338048066075,residential,39341142.46
1636,goregaon,mumbai,47,"school,hospital",25.979514382585283,commercial,53075987.31
2095,goregaon,mumbai,37,"hospital,mall",20.695094683931053,commercial,56557316.13
864,goregaon,mumbai,44,"hospital,mall",16.193644592962077,residential,28317692.64
2185,goregaon,mumbai,42,"park,school",26.062778671169983,residential,58281617.64
758,goregaon,mumbai,21,"school,hospital",24.48873758683201,commercial,23821306.21
824,goregaon,mumbai,49,"school,hospital",24.005754540287707,residential,23038821.81
1587,goregaon,mumbai,28,"mall,metro",28.306407583049655,commercial,50687349.91
868,goregaon,mumbai,45,"school,hospital",15.518410496625922,commercial,21344358.41
2091,goregaon,mumbai,40,"school,hospital",33.18850428789342,residential,68102882.98
2478,goregaon,mumbai,31,"park,school",30.15452524334335,commercial,63378243.71
1389,goregaon,mumbai,41,"school,hospital",5.465901946927641,residential,31178278.29
1933,goregaon,mumbai,48,"park,school",15.052698143663422,commercial,61501526.07
1390,goregaon,mumbai,40,"mall,metro",23.48803750673704,commercial,39787753.8
611,goregaon,mumbai,42,"mall,metro",33.1817514381424,commercial,19170072.72
1111,goregaon,mumbai,35,"mall,metro",18.12204761005256,residential,29902490.58
917,goregaon,mumbai,40,"park,school",30.120136339866853,residential,25719721.57
1720,goregaon,mumbai,20,"school,hospital",18.122631164983986,residential,42453282.28
513,goregaon,mumbai,49,"school,hospital",22.153815042019975,residential,15042553.31
934,goregaon,mumbai,37,"mall,metro",12.191656526741992,residential,31208899.17
1616,goregaon,mumbai,30,"hospital,mall",28.11174756150239,residential,39706548.29
1526,goregaon,mumbai,24,"school,hospital",24.15159709411811,residential,35600343.54
854,goregaon,mumbai,22,"school,hospital",9.255061585261604,commercial,23521064.85
1139,goregaon,mumbai,46,"park,school",32.38157387934235,residential,26697139.43
2000,goregaon,mumbai,16,"hospital,mall",7.207279090549933,residential,47055046.52
1261,goregaon,mumbai,39,"park,school",24.00655394233072,commercial,37953789.6
1059,goregaon,mumbai,15,"mall,metro",24.789991803607457,residential,25854248.17
880,goregaon,mumbai,37,"hospital,mall",34.84748146250955,residential,29330626.86
1048,goregaon,mumbai,31,"school,hospital",10.785357789571009,residential,29599275.85
494,goregaon,mumbai,24,"mall,metro",31.00622773875832,residential,13931562.3
1288,goregaon,mumbai,23,"mall,metro",7.503282813968635,residential,29276720.84
1496,goregaon,mumbai,27,"school,hospital",15.456601390559278,commercial,38095736.64
2313,goregaon,mumbai,46,"hospital,mall",20.37969640188195,commercial,71115909.5
1190,goregaon,mumbai,27,"park,school",33.856138972824645,residential,29989241.48
1676,goregaon,mumbai,28,"hospital,mall",18.004150140924153,commercial,40651907.76
